Title,Text
"Opposition Peddling Lies on NRC, CAA, Says Modi, Then Dishes Out His Own Untruths",new prime minister assembly poll campaign taking credit giving home ownership right people living city unauthorised colony blaming opposition fomenting social unrest spread citizenship amendment act across country nrc slamming opposition spreading lie asserted national register citizen party leader especially union home minister shah promising implement across country work nrc neither discussed parliament rule regarding framed talk supreme court directed u implement spreading confusion centre planned however day ago union ministry home affair released document give concrete opinion nrc implemented across country shah previously held nrc would carried across country prime minister evidently telling truth statement suggest centre may forced take step back nrc issue amidst widespread agitation however unlike shah leader kept claiming caa nrc associated attempt two rather pointed difference honey simple difference undocumented immigrant nrc plan drive country never let identity known persecuted person seek shelter never hide identity refugee read asserting citizenship whatever clothes want wear slammed congress opposing caa asked party oppose former prime minister former chief minister chief minister previous term advocated giving shelter refugee religion however answer question many protester asking singled exclusion caa instead chose tortuous route address problem decided give ownership right around lakh people unauthorised colony take account religion caste laid scheme like pm pm see people caste religion everyone christian ask whether go temple mosque church besides fact caa benefit quite explicitly based potential beneficiary religion suggestion neither government never taken account people religion belied speech made earlier month responding nationwide agitation caa identity violently protesting law could established clothes earlier election campaign ridiculed voter describing constituency congress leader chose second seat place minority majority detention centre trying clear fear nrc put citizen risk losing citizenship opposition peddling lie mislead people government launched multiple welfare scheme poor ask document fact done away red bureaucratic hassle opposition force able digest heavier margin second time spreading lie foment situation specifically denied government building detention centre hold fail clear nrc test branded illegal immigrant government repeatedly confirmed existence centre plan build answer parliament minister state home affair view formalise setting detention holding centre various state ut restricting movement illegal immigrant foreign national awaiting deportation government prepared model detention centre manual circulated state government ut administration target urban defends police crackdown speech opposition party along urban propagating lie regarding caa nrc hitting army leader recently led rally masjid claim politics silent year want tell refugee come persecuted added opposition trying defame police work tirelessly safety security many policeman martyred since respect force asked cheering crowd maidan unrest campaign police conspiracy defame globally public property built tax honest taxpayer money destroyed like police enemy adding opposition dividing nation propagating falsehood even party appealed peace much unrest prof controlling mob politics want ask fire recently market many people died police rescue people see faith rescuing read eyewitness account day two protester died police shooting accused party delaying development attacked deputy chief minister using fake video attack police referring press conference showed video seemed indicate policeman may burnt bus provoked violent action student university conspiracy theory later debunked plan attached country devoted mantra speaking recently passed recognition property right resident unauthorised colony bill caa took jibe opposition bill passed session parliament yet say one bill give lakh people legitimate right take away right possible way linked problem unauthorised colony bjp nationalist agenda clear saffron party hope make granting ownership right resident unauthorised colony main plank upcoming poll would tackle formidable launched campaign slogan good five year keep chief minister already criticised centre appropriating agenda party constant pressure government put centre last five year government passed bill sanctioning ownership right
Why Modi Retreated From the NRC and Why it Will Remain on the BJPs Agenda,clear prime minister tried backtrack government attempt push national register citizen nrc speaking rally denied nrc work accused urban spreading falsehood many pointed prime minister spin range fiction defuse situation spoken nrc past union home minister shah repeatedly citizenship amendment act caa followed nationwide nrc bjp promised nrc election manifesto press information bureau put fact sheet nrc would work detention camp built even though denied two question need addressed juncture seek retreat purpose achieved bjp turmoil recent week international reaction caa may impact decision fact exclusion law crackdown student protestors attracted attention every major medium news outlet including new york time post guardian addition several online platform dexter piece new yorker alerted world development drew attention caa show influential commentator sharply criticised move ed luce financial time called caa dark new citizenship law u commentator former editor foreign policy managing director associate called one dangerous men world threat people democracy tweet prime minister questioned need law meanwhile external affair minister criticised refusing meet u representative yet drawing attention continuing read nrc passport may enough prove citizenship sheer spread protest prompted rethink one thing ruling party weather medium criticism rhetoric action bjp leader quite another face determined nationwide cutting across religious line protest past day seen citizen faith come together city town shouting slogan producing creative funny poster young people given impassioned insightful interview gone viral see formed cordon around prayer time new community formed fury tend festive air newfound belonging unnerves government harness masterfully stirring call people chanted slogan train heading protest others composed powerful defiant verse government like connection emerging public space enormous politicising potential party like bjp narrow caste base countenance organising therefore priority seek break momentum protest assembly exactly speech designed litany falsehood speech may elicit ridicule critic framed keen insight human nature part protestors struggle maintain intensity immediate anxiety nrc defused read register base however disappointed retreat measure thuggish glee police brutality mob violence showed minority place yet state violence effectively communicating pay price even demanding basic democratic right assemble ask right pointed people died one week protest hong past six month bjp leadership sanctioned violence civilian underlining live term sufferance majority view party base likely endorses socialised relentless messaging year nrc going away despite word polarising potential notified bjp government new fund made available national population register make clear nrc much work content altered possibly align future requirement citizenship word state proceed way consistent future nrc explicitly pursue nrc whenever politically possible say nrc revived guise internal security point community meanwhile live shadow bound constrain political activity expression speech tried defuse popular sentiment suck energy ongoing protest cabinet decision clearest indicator yet saga mean political commentator twitter
"NRC or No NRC: Who Is Lying, Narendra Modi or Amit Shah?",new past month union home minister shah declared repeatedly government decided create national register citizen nrc despite prime minister declared speech maidan decision nrc taken far asserted ever since come power discussion nrc one even spoken supreme court nrc exercise conducted apart public declaration political rally press conference interview government decision conduct nrc exercise national level across state including second time conveyed shah capacity union home minister even provision made managing database citizen online hidden within website survey website speaking election rally shah even set deadline nrc implementation one mentioned earlier interview course always possible prime minister never managed listen home minister saying appended list time shah spoken bjp government intention regarding nrc election rally west shah ensure implementation nrc entire country remove every single infiltrator country except official bjp twitter handle quoted saying deleted tweet month later nrc protest gained ground video uploaded bjp official channel shah encouraged public understand chronology caa nrc first refugee given citizenship nrc created may home minister spoke nrc rally west later tweeted first pas citizenship amendment bill ensure refugee neighbouring nation get citizenship nrc made detect deport every infiltrator motherland two video clipping interview news see zee news see show shah talking nrc shah brought nrc making government plan official exercise carried supreme court order nrc carried across country done time one religion worried adding process interview shah reiterated link nrc video uploaded bjp official channel see definitely national register citizen anyone afraid say
"Those Opposing CAA, NRC Can be 'Wiped Out' in an Hour: Haryana BJP MLA",provocative remark seemingly directed bjp opposing caa nrc wiped hour ram speaking event constituency support amended citizenship law today former prime minister prime minister home minister shah ka ka ab ka agar ho today get signal within one hour wipe read bjp mp receives threat voting favour cab referring amended citizenship law video clip taken initiative news u heard people coming threatening within hour asked bjp ram think conspiracy make leave country nothing sort act illegally entered country definitely go want tell people today shah defeated veteran congress leader state assembly poll held referring new law proposed national register citizen nrc must seen come give warning today get signal clean one hour
"Life Threats, Insults, Promises of Revenge: How BJP Leaders Reacted to Anti-CAA Protests",new country witnessing chain protest aftermath citizenship amendment bill solidifying citizenship amendment act ruling party decidedly dealing widespread outburst anger party leader across range influence let reaction range vilifying outright heinous protest snowballing integrated event country met severe brutality state police especially several bjp leader taken path criticising dissent resorting bizarre politically incorrect language deputy chief minister one among many opposing citizenship amendment act mentally affected people get medical treatment complete statement made read literate need educated bjp reacts caa comment bjp mp khan defected party congress election referred intellectual personality protesting caa dog khan people consider intellectual speak park street incident nothing dog dog protesting caa either read law staging drama despite knowing described anything dog dog west west bjp chief considered league unto labelled opposed caa supporter lungi terrorist recently threatened shoot kill involved damaging public property like property damaged whose money money money set train fire whose money destroyed still one bullet fired neither fir registered police even arrest anyone father property setting public property fire destroy government property built taxpayer money added word earned quite infamy government shot protester like dog arrested case filed similar vein bjp leader people raising slogan prime minister chief minister yogi buried alive made threat addressing rally create awareness caa read foul rhetoric make inroad gentry assembly speaker asked congress maintain decorum house discussion resolution supporting caa debate congress seat displayed poster caa national register citizen nrc written blood poster boycott chief minister pledged government take revenge involved alleged violence caa protest auctioning property compensate loss place violence democracy name opposing caa congress sp left party pushed entire country fire violence deal strictly property involved damaging public asset seized auctioned compensate loss captured video footage take revenge sixteen killed single day promised take revenge protester authority consistently denied responsibility death lastly one first divisive comment protester made people setting fire property seen television identified clothes wearing
"TS Assembly passes resolution against CAA, NPR, and NRC",legislative assembly opposed citizenship amendment act caa national population register national register citizen nrc alleging formed part concerted attempt tinker inclusive nonreligious nature citizenship besides violating principle equality nondiscrimination secularism concerted attempt would endanger life vulnerable group posse documentary proof citizenship moreover serious question legality constitutionality caa nrc resolution passed legislative assembly read medium image national population register form spark confusion seven state assembly become seventh state legislature pas resolution caa nrc west meanwhile government opposed centre move state cabinet passed resolution opposing process chief minister k introduced resolution assembly expressed concern caa introduced religious test acquire citizenship first time country fear theocratic state enactment caa raised concern introducing religious test citizenship act insulted memory founder consciously chose incorporate racial principle religious principle provision applicable citizenship enactment caa created grave apprehension among various section society prelude would lead nationwide nrc act would make people belonging certain religion eligible citizenship excluding solely basis religion citizenship basis religion violates principle equality enshrined article constitution principle secularism constituted basic structure discarding secularism equality law citizenship law theocratic state may institutionalized resolution selective protection caa understood combination purportedly conducted citizenship registration citizen issue national identity card rule ministry home affair annual report stated first step towards creation nrc according statement made union minister well government caa used order protect might excluded nrc future rest country therefore nothing le attempt fundamentally alter undermine nonreligious nature citizenship resolution averred rule purportedly made section citizenship act however permit require creation moreover rule notified section came effect next year concern confusion thus valid concern legality constitutionality nrc confusion even mandatory nature addition conflation census exercise resulted endangering integrity safety census exercise resolution urged central government amend citizenship amendment act order remove reference religion foreign country expressing concern proposed implementation nrc might result exclusion large number people resolution urged state government take necessary step safeguard people exercise
"BJP slammed over CAA, NRC and NPR",massive public meet held city demanding citizenship amendment act caa national register citizen nrc national population register repealed event organised joint action committee caa nrc ground event attended national president national secretary k popular front president state convenor k high court retired judge national woman front speaking event national leader criticised law claimed people religion caste region opposing caa nrc added bjp ally opposing law came heavily bjp alleged party trying destroy secular fabric country bringing communal law later talking violence shook national capital demanded government provide respite people suffered lot claimed bjp painting critic added recent violence direct result decision taken party speaker alleged bjp could solve problem faced people trying divert attention district secretary k convenor christian convenor convenor among took part meeting
"Gram sabhas in 15 Odisha districts pass resolutions against NPR, NRC, CAA",four hundred two gram district passed resolution national population register national register citizen nrc citizenship amendment act caa campaign survival dignity support social organisation different district motivated villager draconian decision central government memorandum basis resolution sent chief minister collector concerned district convening body member law memorandum government urged pas resolution assembly law central government several state country already passed resolution nrc caa government state assembly follow voice regressive decision central government senior member convening body planned major demonstration nrc caa march event cancelled view restriction imposed government check covid threat district gram passed resolution nrc caa highest highest number gram passed resolution district followed gram gram district anna swain played pivotal role promoting effort
"Muslim leaders demand Assembly resolution against CAA, NRC and NPR",chief secretary k met leader federation political party organisation discus issue pertaining national population register national register citizen citizenship amendment act secretariat leader presented four demand chief secretary including one assembly resolution nrc caa speaking meeting president reiterated petition needed provide welfare scheme census enough useless brought nrc chief minister k call meeting discus issue federation political party organisation wait day state government response continue agitation caa nrc necessary precaution covid would taken added
"Assembly to pass resolution against CAA, NPR and NRC",join several state pas resolution citizenship amendment act caa national population register national registry citizen nrc ongoing budget session legislative affair minister told medium business advisory committee meeting issue discussed meeting participant agreed chief minister k informed member government willingness take discussion issue pas resolution caa nrc congress member favoured minister chief minister favoured detailed discussion controversy around apprehension among several section society resolution passed demanding central government take back caa condemning proposed nrc
"BJP holds CAA, NRC awareness rallies in Tirupattur, Vellore",district unit party bjp organised demonstration awareness rally citizenship amendment act caa national register citizen nrc bjp leader c v addressed gathering unit party cadre meeting spoke way countering argument protest caa memorandum submitted state spokesperson bjp met collector mp office submitted memorandum urging action instigating violence name protest caa far fir registered organising shaheen bagh protest town maintaining peace tranquillity priority police district administration would compromised point time pm pm message bjp cadre numbering including woman marched towards state secretary district president v recalled message prime minister importance amendment told gathering pas many others spoke support caa detailed particular nrc organiser meeting demonstration aimed protecting people misled opposition party
"BJP suspends two leaders for anti-CAA/NRC activity, sends out a message",state unit party bjp would take disciplinary action party worker found participating activity citizenship amendment act caa national register citizen nrc move followed suspension two functionary bjp suspended city president municipal council city president city council district moving resolution respective local body suspension letter signed party state president stated move two leader considered high command anti party letter caa law give citizenship minority support none prime minister presented local body motion act considered activity affected discipline rank file organisation appropriately taking action senior bjp leader action justified since party making stand amply clear every forum action two leader sent wrong message rank file enough communication within party understand collective stand party senior leader two leader decided move motion sign shrinking loyalty towards organisation continue take action future leader
"Members of 12 outfits stage protest against CAA, NPR, NRC in Punjab",several member dozen outfit including farmer labourer student staged protest citizenship amendment act caa national register citizen nrc national population register town gathering town grain market participant raised slogan government centre demanded repealing caa announced protest week till across state hold protest caa nrc mobilise people support union addressing gathering leader would allow country divided religious line inciting ultra nationalism attempt crush democratic right people leader cautioned congress government attempting implement brace face anger people addressed gathering included president gill president president textile hosiery union convener committee member moulder steel worker union union munch joint statement leader central government attempting divide country communal line target minority working people backward class oppressed nationality people secular scientific thinker allied group fighting right bjp regime changed meaning patriotism alleged
CAA and NRC: Workers complain that Congress not doing enough to counter BJPs outreach,even top congress leader came heavily bjp notifying citizenship amendment act caa national register citizen nrc party worker expressed concern party enough counter bjp campaign controversial caa nrc seminar organised congress committee caa nrc party worker including district congress committee president elected representative bjp launched aggressive campaign explain caa nrc congress going soft issue people getting convinced bjp worker campaign able communicate public simple language problem senior party worker seconding congress worker party prepare list simple frequently asked question caa nrc bjp coming innovative idea reach people print pamphlet handbill simple language two controversial act distribute constituency earlier congress legislature party leader congress must take leadership role opposing caa nrc use oppose clandestinely use go support organisation protesting take lead opposing vehemently party adopted resolution urging centre revoke act
"67 BJP minority cell workers in Indore quit over CAA, NRC",nrc spread nothing anarchy khan quit party bjp along others citizenship amendment act caa proposed nationwide national register citizenship nrc made triple punishable offence speak diluted article constitution speak came mosque verdict thought would end divide khan former bjp minority cell general secretary came caa must speak khan quit party year bjp care whether stay leave ever cared minority anyway managing win trust despite series contentious decision taken bjp government centre caa made effort futile point staying party community want support terming party awareness drive across country complete failure claimed securing support law missed call farce party fooling people giving missed call promising free access online streaming platform claiming certain lost phone found number dialled alleged parliament passed law last month resigned approached local unit party flagging divisive potential proposed nationwide nrc party general secretary assured u affected leader giving assurance area khan bjp state shah however claimed cell remained unaffected except khan others neither post holder member party district minority cell past know member stating stick party death shah member year nationwide nrc caa take away anyone citizenship people misled moreover made part awareness drive confused stay away cell former state medium chief quit party law along others would cost bjp dear coming election state took year party win trust earlier referred within party party worker call traitor dissenter say oppose bjp taken opposing country interest realising besides people within community suspect u informer party even though left far hundred cell worker quit party district member already quit party district state secretary khan put paper
"48 BJP minority cell workers in Bhopal quit over CAA, NRC",ever seen government passing law parliament going door door seeking support khan quit bjp district minority cell citizenship amendment act proposed nationwide national register citizen show party aware committed wrong added many member cell district including state medium spokesperson district minister quit party stating senior leadership refused heed complaint offensive remark made leader community kept away campaign contentious law act nrc lethal combination know went home election canvas vote yet take stand khan people enough eat expect produce document prove citizenship letter addressed state minority cell chief former member wrote party followed principle indulge discrimination took everyone along including minority past year hijacked big name started working particular community spirit constitution killed democracy party stating democracy left party former cell medium chief thought could keep view point discus party thought call u resolve issue even state party president respond spent year party party policy creating come open back least used hear u party lost ideology bjp rejected claim former member minority cell misled community leader communist work interest country misled worker understand issue properly leader opposition bjp leader told denying allegation minority leader involved awareness drive several minority leader caa awareness drive agar district happy law since prime minister given lakh per house could thrown country
BJP to launch pan India door-to-door campaign for CAA on January 5,party bjp announced launching mega campaign favour citizenship amendment act caa across country senior leader including union home minister shah party working president j p pitching campaign expected reach crore family ten day day shah kick campaign new visit household defence minister road highway minister finance minister first day campaign bjp general secretary anil addressing press conference party headquarters new reason worry citizenship exercise national population register nrc national register citizen asserted religion constitution widespread protest across country opposing caa nrc nationwide consultation held whenever decision rolling nrc part party manifesto taken noted proposal asked concern among raft citizenship measure bjp national general secretary say full responsibility danger whatever measure come place nrc constitution take care concern one religion constitution fear stoked accused opposition party misleading minority stoking fear concern political reason congress bjp rival inciting rebellion anarchy country due politics appeasement alleged persecuted minority intended beneficiary act victim atrocity country adding opposing shown extreme insensitivity people urged extend support citizenship amendment act caa posting social medium message photograph
"We will not give an inch on CAA, says Amit Shah",midst massive nationwide protest citizenship amendment act caa home minister shah government would go back inch revoke legislation even opposition party come together spread misinformation might amended citizenship law would take away citizenship anyone shah addressing rally part bjp campaign issue caa meant grant citizenship people facing religious persecution congress party misleading people secure vote bank read face international isolation shah make reference proposed national register citizen nrc national population register address absolutely wrong say caa would create division religious community contrary inclusive law treat persecuted brother respect previously shah told clear nrc happen country speaking public rally prime minister claimed discussion talk since came power rally first event awareness campaign bjp launched address people concern caa explain statute objective held home turf chief minister rally attended large number bjp worker common people read say house resolution represents wisdom people shah minority community living honourably percentage others declined sharply neighbouring country left today region dominated minority comprise population accept else go congress sp company communist opposing caa challenge debate baba translate law read shah affirming opposition charge would take away minority citizenship wrong shah government centre leadership resolved issue afflicting nation last year eight month nobody could thought issue like article triple ram temple construction terrorism could solved like read two activist attacked audience included migrant province staying around jodhpur large number migrant crossed granted citizenship many waiting completion formality jodhpur selected venue shah rally view significant number migrant living shah announced number registering support caa attacked death infant hospital busy opposing caa bowing durbar mother losing child southeastern town
"Maharashtra may follow Bihars path on NRC, NPR",government may take cue resolution passed government alliance party bjp implement national register citizenship nrc implement national population register without changing format chief minister already announced implement nrc announced controversial column allowed congress delegation delegation congress legislator led former senior party leader khan held meeting demanding resolution line government bought assembly bjp power party oppose clear party double standard oppose resolution khan read towards cooperative federalism irrespective bjp say added important three party unanimous nrc want want census conducted demanded resolution line brought ongoing budget session state legislature meeting lasted minute conveyed positive demand according source within resolution eased way government weakened bjp stand issue government seriously thinking along line resolution pushing brought session senior leader read abroad diplomat firefighting negative reference clarified party let nrc implemented additional controversial question compared allowed far implementation citizenship amendment act concerned state role centre solely responsible implement caa time authority implement stand central government asked
Analysis | Congress assessing how prolonged focus on CAA/NRC will impact its electoral fortunes,state four state far passed resolution rejecting citizenship amendment act caa legislation cleared parliament first one followed west together four state send member two state chief minister three state spoken caa asserted national register citizen extended respective state formal resolution caa moved assembly official word budget session scheduled three state resolution tabled far word congress junior partner government congress feel result followed protest caa took government surprise opened space started antigovernment narrative far missing party sure prolonged focus impact electoral fortune insider say decision push tabling resolution budget session primarily two reason one growing view party discussion around caa rapidly reduced communal debate yes per conviction oppose blatantly unconstitutional law caa question need answer politically help u polarisation issue bjp benefit obliterates discussion economy secretary condition anonymity second party feel assembly election scheduled provide empirical evidence public opinion party waiting see bjp drastically improves tally current three seat member assembly based campaign solely dependent caa assembly result surefooted caa secretary population merely similar number state resolution eventually passed perhaps urgency like border state leader protest continue led common citizen opposition pick flag citizen participation wane far failed make collective emphatic stance five key opposition party congress sp failed attend meeting organised congress opposition party
Congress to raise CAA-NRC-NPR in Budget session,congress identified citizenship amendment act caa national register citizen nrc national population register among principal issue raise budget session parliament begin meeting congress strategy group held party president residence identified state economy including growing unemployment rising inflation key issue congress would protest front mahatma statue party alleged measure sought take away citizen constitutional right guarantee raise issue police action protesting student across university party however attend president address joint sitting parliament first session though senior leader discussed government plan construct new parliament building m learn told colleague raise issue resonated public among attended meeting leader opposition congress leader senior leader k congress decided bring back narrative butter issue employment rising food inflation people especially youth could identify rally former congress president address youth youth anger rally focus would job education job lost reality big promise create job crore job lost seven key sector economy government hesitates speak employment congress general secretary tweeted budget party announced would hold special press conference seek answer government key economic parameter responsible opposition party congress intends shift narrative back economy union budget presented time already deep slowdown even though government may denial mode economy verge slipping stagnation stagflation congress spokesperson briefing drop direct tax revenue first time year making fiscal situation precarious sign wage loss joblessness
"Rahul equates NRC, CAA to demonetisation",former congress president equated national register citizen nrc national population register demonetisation exercise taxed poor nrc implemented across poor would suffer would pay bribe correct mistake made enumeration whether nrc tax poor people country understand demonetisation tax poor people go bank give money withdraw money account entire money went pocket rich people nrc thing told reporter airport congress maintained government approved budget last week precursor nrc key change made questionnaire prepared home ministry congress started claiming limited enumerating usual resident tackle citizenship question present allegedly would intrusive question poor people go officer show document give bribe give bribe slight mistake name crore rupee pulled pocket poor given people truth attack people attacked government economic slowdown rate growth declined nine nearly four per changed technique assessing measure growth rate old method poor people asking robbing entire money got return prime minister failed understand crisis country going ongoing violent protest crime woman year high unemployment rate merely wasting time country apparently able understand happened happened money poor people farmer snatched demonetisation ten people country benefited lakh crore nobody buying anything factory getting shut simple economics seems prime minister able understand celebrating tribe earlier speaking inaugural function national tribal dance festival farmer tribal people major driver economy unless marginalised different religion heeded unity weaved around diversity economic crisis would continue job created without taking everyone along economy revived every thought voice must included running government government precisely exemplified unity diversity applauded government maintaining law order festival tribal dance festival see performance dancer across six nation chief minister state tribal population many unique tradition culture duty protect culture done one hand confidence farmer successfully heart tribal people added
Congress observes Satyagraha for Unity against CAA and NRC at Rajghat,former congress president accused prime minister suppressing mother voice number one spreading hate congress held satyagraha unity express solidarity protest citizenship amendment act caa proposed national register citizen nrc led party president satyagraha asserted primacy constitution demanded right people enshrined constitution protected end protest alleged prime minister trying hard country enemy succeeded far destroy development silence voice people put pressure judiciary hurting voice unleash lathi bullet student trying pacify country voice pressurise journalist trying calm country voice false notion fighting congress country voice want tell friend shah voice earlier m former prime minister general secretary read preamble constitution m dr however left protest hour stay pm pm ended read rally promise protest name ana used earn money family machine recently gotten married name studying exam used take tuition name child martyred movement name whose five child waiting hospital injured name resolve today protect constitution allow destroyed m chief minister counterpart government would implement caa basic principle constitution senior leader kc several member congress working committee participated protest
"Will not implement NRC, CAA if voted to power: Congress",congress elected power would implement national population register national register citizen nrc amended citizenship act present form state unit congress issue raised first meeting manifesto committee ahead assembly election decided party stand would included manifesto chairman manifesto committee huge difference one government centre added six new illegal question violation article constitution bjp done illegal act dividing people detail collected fresh question included linked nrc part conspiracy central government push citizen list garb giving example requires people declare date place birth parent first time person like might problem person like asked father mother born parent born get detail congress chief alleged centre trying divert people attention pressing issue like economic distress price rise unemployment using policy divide people country basis community caste hit party alleging silent issue demanded special session called assembly government may clear stand caa police attack student peacefully protesting amended act police forced way campus without permission
"CAA, NRC will not be implemented in Bihar, says Prashant Kishor",national ruling party united thanked congress leader unequivocal rejection citizenship amendment act national register citizen offering assurance caa nrc implemented however asked comment national population register government issued notification told chief minister clarify issue deputy cm already declared process would started may join voice thank congress leadership formal unequivocal rejection deserve special thanks effort count would like reassure implement implemented tweeted tweet came day congress interim president party working committee meeting disguised nrc termed caa discriminator divisive whose sinister purpose divide country along religious line west state started process controversy erupted later stopped asked implementation nrc quipped ka nrc nrc year deputy process start government courage stop exercise respective state first phase census process national population register done period may government notification issued last year
Politics live | CAA will not be implemented in Bengal as long as I am alive: Mamata,west caa implemented long alive west chief minister long alive citizenship amendment act implemented long alive caa implemented one leave country state detention m supporting student protest across country contentious caa wondered vote elect government turning right protest student protest draconian law centre taking action protesting student rusticating university added nrc attack poor like demonetisation likening national population register national register citizen nrc demonetisation congress leader exercise tax poor suffer way note ban talking reporter airport attending inaugural function national tribal dance festival whether nrc tax poor people country understand tax poor people go bank give money withdraw money account entire money went pocket rich people nrc thing west attend ceremony west chief minister likely attend ceremony chief minister held source share good relationship far decided party supremo along senior leader would attend ceremony senior leader trouble cabinet expansion government trouble cabinet expansion seem far possibility home ministry may go back nationalist congress party section within congress reportedly staking claim deputy chief saying allotted portfolio party satisfactory asked whether party unhappy allotted portfolio congress president revenue minister natural every party wish important department time taken account three party government possible someone would feel different portfolio distribution government added work per common minimum program continue new voter punish divisive gang say shah union home minister shah time punish gang leadership congress responsible disrupting peace protest citizenship amendment act caa people would punish stated referring coming assembly election shah statement come wake protest caa across country including violence broke protest citizenship amendment bill discussed parliament one willing say anything started misleading people ceremony laying foundation east hub poll next month go poll next month official election elect held three phase polling held pm pm counting held day many polling booth set election state election commissioner p many crore voter exercise franchise setback quits party urban unit president resigned party addressing medium dr upset stand taken party national president n national register citizen nrc behalf community asked make stand clear nrc citizenship amendment act caa instead encouraging ongoing agitation asked u take protest chief minister taking u turn issue dr input correspondent agency
Legitimacy of Indias democracy in question,legitimacy democracy stand question senior congress leader shared thought first day new year began last decade lot hope growing today barely growing around post nuclear deal international community press recognised global strength today various reason legitimacy democracy stand question one key political aide congress chief statement put twitter let hope new decade another lost decade added comment one key strategist come time principal opposition party looking work revival plan reach crucial support base like youth caa protest ongoing protest student across various campus citizenship amendment act caa proposed nationwide national register citizen nrc police action campus like allowed party connect youth party insider claim congress leadership want protest become another bjp versus congress battle initially clearly told organic protest get primacy congress spokesperson congress leader chief minister seen leading protest like west immediately hit street change tack post assembly poll result first assembly election passage caa parliament opposition trumped ruling bjp congress seems changed tack former party chief visited meet family protester killed police firing sister party general secretary charge went take yogi government alleged excess committed police watch election state time away go poll year later attempt clearly work long term revival plan even congress chief minister took cue led massive protest march caa state short run congress looking revive fortune currently single later party continues alliance party would try paper difference team team evident last day party veteran dropped congress working committee made quiet comeback part congress campaign committee announced clear even congress get ready party chief senior veteran role play remembered resilience student common citizen challenged arrogant powerful government unconstitutional move tweeted added see resurgence coming together force defeat government policy
"CWC demands withdrawal of CAA, stopping of NPR process",accusing union government unleashing brute majority impose divisive discriminatory agenda nation congress working committee demanded withdrawal new citizenship law stop process updating national population register party highest body noted facing unprecedented crisis history since independence cautioned government divisive agenda pose serious challenge internal security make country vulnerable hostile external force live congress working committee briefing congress opening remark congress president congress working committee meeting congress accused government unleashing entire might brute state power suppress subjugate stifle voice youth student across country congress body adopted special resolution suppression voice youth student protesting proposed nationwide national register citizen nrc tone first meeting set congress president opening remark demanded termed caa discriminatory divisive law expressed solidarity youth promised protection constitution former party chief however attend meeting expected reach sinister purpose law clear every patriotic tolerant secular divide people religious line added thousand young men woman especially student realized grave harm caa implementation cause taken street braving cold well police brutality salute courage abiding faith value constitution determination defend protect value congress chief noted become police state situation evidently alarming escalation violence across campus faith either state government lg bring culprit justice therefore demand comprehensive commission constituted enquire incident connected protest justice affected person congress chief asserted senior party leader k c later briefed medium deliberation caution government pursuit divisive agenda sole objective polarisation may give short term political dividend create deep fissure society undermining national unity social stability present serious challenge internal security make vulnerable hostile external force demand citizenship amendment act withdrawn process stopped forthwith read statement source like assembly passed resolution implementing caa congress ruled state could follow similar strategy facing crisis unprecedented history since independence nation need healing process restore people trust confidence unfortunate bjp government believe building consensus resolve national issue follows policy imposition confrontation noted instead listening student response bjp government unleash police lathi charge tear gas shell forcible arrest lodging fir even planned attack protesting student youth government systematically attacking culture creative thinking learning questioning hierarchy inculcating culture assimilation cohabitation read special resolution economy called upon government reveal road map reviving economy investor confidence job creation noting government taken diplomat guided tour shutdown entered sixth month congress asked civil liberty immediately restored party asked government prepare contingency plan ensure energy security safety diaspora gulf escalation tension united state
