Source,Title,Topic_Name,Cleaned Text,Source Score,Strong Words Score,Neutrality Score,Reliability_Score,Reliability_Label,
Indian Express,COVID-19: Woman arrested in Bengal for posting fake news on social media,coronavirus,west chief minister warned uploading fake news social medium express photo west chief minister warned uploading fake news social medium express photo police arrested woman city allegedly posting fake news doctor working hospital woman social networking account doctor working id hospital infected covid treating patient afflicted disease senior officer police read play fire cm warns sharing fake news related coronavirus arrested officer crime cell police night without revealing identity woman police officer accused booked act west chief minister warned uploading fake news social medium follow coronavirus live update health secretary forwarded post mentioned doctor treating covid patient fallen sick totally baseless saying people exposure corona corona victim vulnerable news baseless referred matter detective department press briefing state secretariat meanwhile police morning arrested two person area hoarding rice two failed give appropriate reply stored rice businessmen godown around sack rice weighing kg found inside room policeman express telegram click join channel stay updated latest headline latest coronavirus outbreak news download express app,0.611267605633803,2,0.04130555593378,0.571034482758621,Not Reliable,
Indian Express,"Fake videos behind attack on health team in Indore, 4 booked under NSA",coronavirus,video showed large group resident shouting chasing away team comprising health civic official video showed large group resident shouting chasing away team comprising health civic official covid case reported city march become latest cause worry authority people tested positive far live small house congested locality authority figuring source infection nobody area travelled abroad international flight taking fly authority believe flight could possible source infection per cent positive case reported locality including neighbourhood resident attacked team comprising doctor worker revenue official fake video claiming healthy taken away injected virus virus round adjoining locality team attacked gone identify family member man died covid cooperating beginning answered question suddenly attacking member help team recounted police arrested four people connection violence booked national security act chief minister stopping doctor duty strictly dealt resident resident suspicious health worker fake video started round explaining surge case divisional commissioner coming new locality mostly family whose member reported positive sense threat limited locality adding source infection probably someone travelled quick coronavirus guide express explained keep updated cause covid patient relapse recovery covid cleaned air may good news alternative medicine work coronavirus test covid readied may get building defence fraction coronavirus suffer acutely healthcare worker protect getting infected take set isolation ward express telegram click join channel stay updated latest headline latest coronavirus outbreak news download express app online medium service pvt ltd,0.611267605633803,2,0.000262244847179,0.561379310344828,Not Reliable,
Indian Express,Government needs to talk to protesters,caa-nrc,view whatever may think caa hard call unconstitutional view whatever may think caa hard call unconstitutional democracy political culture obsessed legal technicality country citizen talk constitution respect though often knowledge currently debate citizenship amendment act illustrates view whatever may think caa hard call unconstitutional concern citizen refugee people opposing suspect used discriminating way national register population register exercise conjecture may yet turn true difficult pin violation constitution occurs another older tradition foundational democracy tradition established noncooperation movement violation law practised open defiance law accepting consequent punishment implicitly accepted law term colonial rule valid even flouted rule natural justice hence civil nonviolent resistance weapon used opinion writes prize joke citizenship law entry recounting old history relevance today large though uncoordinated mass resistance movement across country defying law grew spontaneously police incursion university campus whatever reason spread movement especially shaheen bagh occupation spectacular may suit government blame one opposition party organised know none imagination ability organise popular movement scale wherever power attitude dissent unleash vigilante gang police ability tolerate difference largely absent culture political party whenever power congress pogrom political phenomenon led opposition political party curious lack response government maybe election making direct approach difficult something needed break tension editorial shifting burden proof citizen telling right bounded duty ideally dialogue government including bjp leader demonstrating group demonstrator unorganised leader political opposition party leading movement commenting sideline requires someone side trust orchestrate dialogue one except prime minister willing engage citizen see opportunity attack opposition party attribute power influence opposition party really rival vote election irrelevant issue hand would easy government reject dialogue law breaker use police security force get way life would lost needlessly prove point government within power restrain breaking law never work protest continue read p b writes citizenship law decade finally come term reality express telegram click join channel stay updated latest headline latest opinion news download express app,0.611267605633803,1,0.043698208848515,0.364827586206897,Not Reliable,
Indian Express,"Govt’s assurance on CAA-NRC-NPR ignores a basic moral principle: Humanity, humaneness begin with empathy",caa-nrc,protest photo protest photo standard defence caa trotted bjp outreach programme claim right existing citizen affected recent instance reassuring claim letter grandmother shaheen bagh dear shaheen bagh claim particularly seen conjunction due start nrc almost certainly false course may true proposed denial citizenship refugee people already citizen would exempt purview course whether citizen would subject determination caa helpfully remove deemed noncitizen category even eligible refugee well nonexistent detention camp accommodate say caa conferring right refugee beneath contempt even child know selective conferring whether sweet citizenship implicitly denial one excluded hand take prime minister word nrc much gleam government eye make home minister threat official defence caa reassurance given law concerned right others potential refugee neighbouring country consequently right unaffected reassurance even beyond likely falsehood expose moral emptiness ruling dispensation plainly speaking concern right others fundamental moral morally engaged person even dog bark must know rat squeal speaking barking growling squealing defence one something share rest animal world human humane moral conduct begin mere fall people must learn become human concerned right others capable sympathy empathy beyond domain individual collective narcissism mature society create institution family school child learn mean human evidence violent adult swarming street fail learn learn elsewhere course extreme human altruism human monstrosity unknown natural animal world mother uniquely human phenomenon editorial shifting burden proof citizen telling right bounded duty one many bizarre thing one heard conduct police report charged parent juvenile protection act parent brought child attend protest caa even though clearly right unaffected indeed child might young even understand right mean rather like police fact course given police child could easily get hurt right time curious story concern police child right appeared daughter sent picture small demonstration oxford odd people standing cobble outside camera shaking fist protest winter air part conscientious gaggle protestors elder grandson blowing away trombone musical accompaniment demonstrator slogan younger grandson yet five looking baffled standing beside mother ala understanding intricacy caa still picked crucial cry course understand mean one day meanwhile learnt important moral lesson concern right others unknown distant others willing undergo discomfort danger make u human humane being honourable dishonourable apologist please desist speak merely although right unaffected even right unaffected opinion prize joke citizenship law entry yet strictly speaking even true constitutionally guaranteed right country right indeed responsibility concerned country fate country right supersedes alleged mandate rooted democratic constitution country constitution simply document grammatically speaking record act process heroic endeavour midst million difficulty republic created democratic secular socialist committed principle spelt preamble preamble turn remind set become bloodstained moment year ago wish create new kind begin beginning convene new constituent assembly let see agree another viable fail responsibility failure rest squarely shoulder patiently assiduously worked hollow undermine constitution writing guardian novelist expressed clarity eloquence stake deceitful phrasing caa well devious concert nrc put death omission single word mean part fraught great experiment parallel anywhere world every contributed creating refugee suddenly denied access created opinion p b writes citizenship law decade finally come term reality article first appeared print edition march title right others writer taught department english university life express telegram click join channel stay updated latest headline latest opinion news download express app,0.611267605633803,1,0.052763726799062,0.366896551724138,Not Reliable,
Indian Express,"Protests are not just against the CAA-NRIC-NPR trinity, but have already succeeded in numerous ways",caa-nrc,protester shaheen bagh sending postcard pm pm express photo protester shaheen bagh sending postcard pm pm express photo people risen resolute solidarity resistance city town even village across country people various faith identity spilled hundred thousand single leader vanguard rising young people woman icon mahatma symbol tricolour constitution national anthem sung every protest become protest chant fear silence broken voice dissent ring stirred defiant poetry slogan celebrating solidarity freedom country constitution movement without precedent journey republic many wonder movement succeed whether weary whimper whether crushed finally lead opinion government violently crack protest engulf worry success mistake character resistance grave error view merely battle trinity rebellion audacity government asking citizen prove belong warning government must listen people spontaneous rising fear hate discrimination violence dangerous project militarist nationalism uprising government demonises student dissenter minority rejection failure address hopeless reality everyday life joblessness farm distress violence woman broken economy apparent movement already succeeded numerous way paramount success first national movement unity mahatma taken away u indeed movement unity people various religious caste identity poor farmer camp cold night shaheen bagh prepare ghee protesting sister represents triumph finest tradition seen suffering one say want ensure never happens second success movement student university across long university become sterile site deprived political ethical reflection today student teaching elder hate showing way caring equal country opinion writes countrywide protest signify nod new humanism seek synthesise political idea identity third accomplishment reassurance people past year harrowing terrifying rendered politically irrelevant treated political liability every party bigotry hate speech lynching became acceptable part everyday life travelled protest site every corner country protest inspired shaheen bagh led woman find mood electrically festive le protest celebration reassurance still equally country promise mahatma constitution empty stand together sentiment permeates rally lakh addressed men skullcap woman hijab joyfully wave national flag shoulder shoulder faith fourth achievement reclaiming idea nationalism include unite rather divide truly love country would want divided hate fear violence resentful divisive nationalism right fittingly replaced patriotism love country loving people respecting every country fifth victory making constitution soul people movement get goose bump time mass well protest usually led young girl crowd reverentially recite preamble constitution apt people come together defend constitution time threatened final triumph movement compelled reluctant morally ambiguous party take stand defend constitution willing betray petty consideration clearly rattled union government leading lie nrc agenda detention centre exist obsession shaheen bagh election opinion shaheen bagh matter offer protest template reject clergy challenge patriarchy convinced movement must ride brilliant success move next phase whereas protest rally continue long people stamen conviction persist main focus movement must shift noncooperation due roll allowed allow union government time choosing identify doubtful citizen exclusion opinion writes caa carry mahatma wish brazenly defies flawless unimplementable project real aim push vulnerable dissenting group permanent dread could disenfranchised interred detention camp movement must therefore compel state government refuse implement decouple census must continue would unconscionable movement defend constitution u ride shoulder would brutally targeted noncooperation present regime call citizen boycott must focus cost disobedience intense grave finally let u heed today angel descend heaven declare height get swaraj within hour provided relinquishes unity relinquish swaraj rather give unity delay attainment swaraj loss unity lost loss entire mankind part movement therefore must deepen unity solidarity must address state u end kind country become determined law court judgment whether love hate colonises heart article first appeared print edition title test protest face human right worker writer opinion protest woman belong express telegram click join channel stay updated latest headline latest opinion news download express app,0.611267605633803,1,0.054899453717317,0.367586206896552,Not Reliable,
Indian Express,"Ram Vilas Paswan: No CAA rollback, PM Modi said no NRC, trust him",caa-nrc,ram minister consumer affair food public distribution express photo ram minister consumer affair food public distribution express photo protest citizenship amendment bill caa national register citizen nrc national population register raging across nation union minister party leader ram spoke express issue opinion protest shaheen bagh new part country different earlier movement movement start automatically instance student movement corruption continued student would burn bus would whatever wanted one day met requested lead movement sabotage could join requested asked u raise slogan first slogan matter attack lift hand meeting realised importance nonviolence movement became movement violence later congress leader late tried give protest communal colour succeed look present agitation started fee hike caa beginning read caa nrc bus stoned eight arrested say success first understand issue first proposal conduct second citizenship amendment act amended government document required citizenship government amended rule act may added provision preparation today issue raised people caused disease people misled give date place birth parent considered doubtful referred nrc claiming people minority lose citizenship true truth one deprive anyone citizenship christian finally prime minister proposal nrc misconception created pm pm meet chief son alliance leader dinner meet express photo pm pm meet chief son alliance leader dinner meet express photo people anxious people created misconception people asked document show document matter transferred officer true mandatory column kept form people privilege know parent date birth leave column blank know date birth parent many people scheduled caste scheduled tribe community know date birth threat citizenship ground prime minister taken oath constitution born genuine citizen need worry read protest issue blanket order invoking say supreme court seems government ready accept crore people worried prime minister home minister repeatedly talked opposition say rollback caa caa linked nrc government made clear mandatory give detail date place birth parent optional impression prejudiced prejudice bjp creating impression however step last six year differentiates people basis religion take example abrogation article supreme court judgment ram protest issue people community sentiment caa big disservice nation issue come dialogue government read tension communal clash rally government shying engage issue government shying away see political party asked fact whenever meeting called boycott behalf guarantee government take step interest prime minister categorically question nrc discussion pm pm next five year else proof want opposition leader say roll back caa rolled back roll back caa home minister shah nrc follow caa prime minister head government democracy people elect government party party elect prime minister categorically caa grant citizenship deprive anyone citizenship far issue nrc prime minister happen end matter believe happen government brings nrc despite assurance pm pm come procedure discussion citizen one dispute prime minister question nrc issue end party ally bjp discussion nrc come stand mean ally trust prime minister word opposition say government brought issue caa divert people attention economy economy well raising issue raising issue caa sympathy towards agitating people government want see protesting think standoff resolved dialogue express telegram click join channel stay updated latest headline latest news download express app,0.611267605633803,2,0.045451535357277,0.572413793103448,Not Reliable,
Indian Express,A State can have reasons to discriminate among non-citizens,caa-nrc,word secular defined constitution article first article constitution mandate state shall discriminate citizen ground religion race caste sex place birth illustration c r word secular defined constitution article first article constitution mandate state shall discriminate citizen ground religion race caste sex place birth illustration c r citizenship amendment act proviso added section b citizenship act modifying definition illegal migrant specifying person belonging christian community entered treated illegal migrant exempted central government section b added citizenship act grant citizenship person certain condition restriction prescribed section citizenship act otherwise provides citizenship naturalisation category person per provision rd schedule act purpose enacting citizenship amendment act give citizenship naturalisation person community faced persecution three neighbouring country belonging community kept mind community minority community three neighbouring country person minority community living made flee country due fundamentalism intolerance torture ground religion blasphemy law country rigid onus proving innocence lie accused complainant student lodge complaint police teacher committed blasphemy properly interpreting religious scripture showing religious scripture bad light secret many case neighbouring country people lost life hand violent crowd punishment blasphemy death terror mind minority community implicated false case blasphemy come light many instance country using tactic harassment christian community country especially ensured member christian community face blasphemy get proper legal help however fear much lawyer appearing behalf accused faced threat life minority community decimated country either killing converting forcibly problem granting citizenship taken shelter pending long almost political party different time expressed concern community advocated granting citizenship however since advent coalition government political party power courage bring law lest affect vote bank law passed recently parliament political party past advocating citizenship minority community started opposing name secularism word secular defined constitution article first article constitution mandate state shall discriminate citizen ground religion race caste sex place birth mandate given state respect citizen citizen country subjected disability discrimination ground religion race caste place birth constitution mandated noncitizen discriminated ground religion race caste state reason discriminate among noncitizen reason may various one may security state facing terrorism across border decade terrorism primarily sponsored terrorism neighbouring state terrorist organisation based proclaimed goal establishing fundamental order goal openly pronounced meeting terrorist organisation sole motive terrorist organisation establish rule crush religion community subjugate fighting bitter battle terrorist support terrorist organisation get support good enough reason state deny naturalisation illegal belonging majority religion neighbouring country secularism constitution spread different article word secular preamble present constitution framed secularism based equal respect religion citizen concept based concept secularism attempt made amendment bill constitution define secularism definition could adopted parliament inadequate support definition read expression secular republic meant equal respect religion interestingly congress party opposition time opposed adaptation definition introduced vide constitutional amendment bill amendment proposed insert new article reading state shall equal respect religion opinion prize joke citizenship law entry despite state proclaimed secular state view various article constitution central state government right independence profess secularism even making law needed separate religion civil right citizen constitution mandated enacting uniform civil code would protected citizen irrespective caste creed religion respect civil right would left free profess religious practice respect worship god deity prophet holy book adopting ritualistic practice worship provided ritual interfere right citizen however instead framing citizen like uniform criminal code treat equal citizen government went regulate practice associated community made significant change personal law change required similar change equally required made citizen country irrespective religion state took step respect take similar step enacting progressive law respect even court tried give right follower faith government centre overturned decision enjoyed majority legislature word secularism present preamble shah ruling given supreme court overturned parliament principle secularism constitution beginning parliament defeated concept secularism first step taken legislature towards secularism enacting development exposed sham secularism contemporary politician government legislature therefore state beginning accused showing undue protection even foul practice minority religion interference majority community propagator secularism using word tool vote mopping real credential never secular article constitution mandate state equality law every person article qualified word citizen whereas article qualified word citizen mandate state shall discriminate citizen ground religion race caste sex interpreting article early v air sc sc stated guiding principle article person thing similarly circumstanced shall treated alike provision constitution forbid different treatment unequal rule like treated like unlike treated differently uniform treatment bad unequal treatment equal air sc stated earlier position minority community neighbouring country position country never equal minority community consistently suffered hand majority community statute book full instance special legislation applying particular class group discrimination ground caste sex often approved supreme court done positive action legislature protect group undo historical injustice despite article mandating shall discrimination ground religion race caste sex place birth etc article iv mandate state right making special provision advancing socially educationally backward class state making law preferring woman men making special law securing protection certain section society ground historical injustice done community state full authority pas law undo injustice done minority community neighbouring country sought refuge within border opinion p b writes citizenship law hope fear anger decade finally come term reality constitution meticulously lay power state union creates balance power state union union normally interfere power granted state constitution state refuse administer law passed union constitution given authority centre enforce administrative direction state compel comply power intended ensure harmony union state executive authority state exercised ensures compliance union law administrative direction state exercise authority impede obstruct execution union law service state exhibit definite attitude hostility central government central government order maintain integrity country empowered intervene state option implement law passed union constitution envisage dual citizenship one state centre state citizenship law power respect law citizenship exclusively lie union state one option approach judiciary feel law per constitutional provision passing resolution state assembly meaningless exercise palliative effect constitution maker people country opted parliamentary democracy work principle majority rule implies willingness minority time accept decision majority normally political party agenda go people agenda time contesting election political party divided issue policy country like existence large body voter owe allegiance vision party time election decide political party would serve national interest best way whose policy considered best nation best people people exercised right minority supposed respect majority opinion wait next election convince people policy political party power good country minority take law hand undermine majority expressed representative parliament want wait next parliamentary election option bringing motion present government battle political party fought general election within parliament debate fought street lead anarchy article first appeared print edition title welcome reservation writer former judge high court editorial shifting burden proof citizen telling right bounded duty express telegram click join channel stay updated latest headline latest opinion news download express app,0.611267605633803,2,0.038822381833618,0.571034482758621,Not Reliable,
Indian Express,"If Modi government violently cracks down, anti-CAA protests will engulf more of India",caa-nrc,park circus maidan express photo park circus maidan express photo pall fear lifted people shoulder wholly course amazing degree described psyche ruler three recent week including shaheen bagh clear pall fear accompanied bjp victory may lifted analogy perfect instead woman student taken charge protest current ruler like alien though million feel like one continuing citizen protest illustrate feature parliamentary democracy parliamentary system proportional representation pr election victory defeat acquire exaggerated form bjp per cent national vote may yielded per cent seat contrast congress received per cent vote per cent seat pr system mark much western vote seat proportion opinion writes caa carry mahatma wish brazenly defies paradox system prevalent democracy generates illusion winner often begin believe majority seat majority vote think parliamentary majority entitles making law radically restructure polity often happens brute assertion executive parliamentary power touch citizen anxiety protest least among vote party power nearly per cent recent election unrelenting march protester undoubtedly contains substantial proportion voter met many voter certainly wedded ideology nationalism found behaviour government excessive whole think cracked skull maimed body simply price pay establishing preferred political order higher truth truth primacy subsidiarity think new must seek even though constitution decidedly contrast symbolic repertoire protester show unmistakable embrace constitutional value preamble constitution picture song poem artwork defiance well pluralism commitment civil disobedience aptly depicted shaheen bagh poster silent violent hard escape political hypothesis witnessing conflict two different majority majority voter vote bjp parliamentary majority based plurality majority vote bjp might still win parliamentary majority four half year meanwhile deal least governance matter could well wish majority citizen bjp used proud control street lost dominance narrative control come opinion writes countrywide protest signify nod new humanism seek synthesise political idea identity another important analytic point worth emphasising scholar long drawn distinction hegemony dominance hegemony implies takeover mind obliteration virtually opposition space dominance mean victor far ahead competing alternative pocket resistance substantial meagre intensity breadth protest illustrate bjp dominant hegemonic significantly enhanced majority may bjp government assumed hegemonic assumption possibly explain went retrospect legislative overkill triple unlawful activity prevention victory court handed citizenship amendment though bjp ruler thought time turn constitution upside realise ideological dream dream supremacy marginality ruler tried wrest narrative arguing protest artefact opposition political party protester identified pm pm put clothes abundantly clear civil society organisation political party led protest partial exception west individual party leader might spoken rally political party vanguard moreover though statistically valid survey still conducted fair hypothesise every fourth protestor least protest undoubtedly opinion writes caa protest inspired new vocabulary citizenship republic need much indeed political party led nationwide protest protested protest predominantly violent would easy crush violent streak beginning dominant form since nonviolent civil disobedience without helm government caught classic dilemma civil disobedience unfailingly pose crack amu protest grow protest continue two factor contribute government difficulty many civil society organisation involved none clear leader government really know target besides woman holding shaheen bagh shaheen emerge different city government would find extremely hard use coercion use state violence woman almost always boomerang normally civil society foot stand rarely leg run unclear far protest go one thing clear government violently crack protest engulf energy demonstrated protest opposition multiple state government placed centre quandary civil disobedience always generates article first appeared print edition title lifting pall fear writer director contemporary south sol professor international study social science professor political science institute international public affair brown university opinion writes flag song book reclaiming national symbol act political genius imagination express telegram click join channel stay updated latest headline latest opinion news download express app,0.611267605633803,2,0.013429396244237,0.564827586206896,Not Reliable,
Indian Express,"Delhi violence will have an adverse impact on Bihar, West Bengal polls for NDA",caa-nrc,bring caa trick polarise community adversely affect large population backward caste representational image bring caa trick polarise community adversely affect large population backward caste representational image outcome recently held assembly election clearly indicated people going vote party delivers promise harp nationalism citizenship amendment act caa bring caa trick polarise community adversely affect large population backward caste communal harmony economic stability government must find way caa imbroglio sooner later keeping political ambition aside prime minister new bjp always talked nation first party later government must practise preaches though bjp may say going climb poll plank nationalism caa despite humiliating defeat chance may tweak poll strategy impending west election loss life property clash caa although bjp could get way election due reason difficult repeat performance assembly election people west believe agenda social justice student protesting large number university across country caa related issue large section people mainly woman still dharna street shaheen bagh thing easy bjp backing caa parliament u chief chief minister declared nrc would implemented state got resolution passed assembly bjp declared face realising going solo could detrimental state politics abuzz speculation whether ditch bjp incidentally recent supreme court judgment promotion scheduled caste government job right used attack bjp want public assurance centre get ruling overturned parliament know assembly result bjp bargaining power diminished assembly election u bjp development election clear bjp settle secondary role coalition hence situation vexing party fight greater role coalition none claim advantage basis last election result west bjp desperately trying increase strength electorally caa nrc could damage poll prospect section within party view top brass focus development instead polarisation leadership crisis bjp state unit issue worrying party top brass strong critic caa nrc west assembly passed resolution urging centre repeal caa declared nrc implemented state shah admitting recently hate speech bjp leader may led party defeat could well indication party belatedly realised overkill caa may always pay ever since second inning began bjp pushed forward core agenda perhaps visible majoritarian move government abrogated article constitution conferred special status revoked article supreme court ruled disputed land given claimant temple finally government passed polarising caa amended citizenship legislation suggestion nationwide nrc like registry published created apprehension country future secular state simmering fault line led rising unrest across protest caa widespread reason opposition varied across country opposition caa rooted claim threatens constitution secular history using religion criterion citizenship others fear new act threaten citizenship particular keeping list religiously persecuted population protest drawn common citizen irrespective caste religion student university educational institution across country either government unable dispel doubt ground want obvious electoral gain little wonder protest refuse die regime surging unemployment crore people lost job due many small company closed botched implementation centrally sponsored scheme failed like poor unable refill cylinder bank critical condition country debt burden increased black money returned abroad outcome election violence due inaction central government adverse impact west election local issue dominate disappointed people fulfilled promise created unrest due divisive politics article first appeared print edition march title two state wall writer senior politician former union minister express telegram click join channel stay updated latest headline latest opinion news download express app,0.611267605633803,2,0.055251687382022,0.57448275862069,Not Reliable,
Indian Express,P Chidambaram writes: The magic words ‘national interest’ do not signal correctness but finality,caa-nrc,government working overtime take many decision national interest matter time swell trillion become foremost power world government working overtime take many decision national interest matter time swell trillion become foremost power world prime minister speaking referred decision revoke article constitution enact citizenship amendment act national interest decision necessary despite various international pressure stand decision continue stand magic word national interest signal correctness signal finality pm pm declared decision taken national interest expects criticism cease debate end looked back year tried count decision action taken central government government claimed national interest list long controversial able compile demonetisation demonetisation national interest government asserted repeatedly critic monumental blunder disastrous consequence cash sucked system crippling sector economy agriculture construction retail trade owner micro small enterprise forced shut business many continue remain shut lost job remained jobless long time thereafter jury whether demonetisation national interest law passed according government national interest plausible argument law designed carefully rate single moderate rate software ready administrative machinery trained prepared nearly two year later collection estimate compensation ce insufficient compensate state promised refund become major bone contention government business would national interest roll back would national interest persist current design rate country interest article using article get rid art national interest argued government fracturing state two union territory national interest putting valley since august supreme national interest detaining three former chief minister without charge six month invoking public safety act detain without charge period two year paramount national interest stalling hearing corpus petition seven month national interest list long one seems agree constructing national register citizen national interest government claimed identifying person foreigner illegal migrant national interest calling termite vowing throw advance national interest finding lakh among foreigner striking upon diabolical idea amending citizenship act solution devised national interest drafting passing law hour allow remain would leave thrown highest national interest national interest decision thrown whole country unprecedented turmoil rejecting m begum claim based document citizen protect national interest sedition budget slapping sedition charge spoke citizenship amendment act national interest using lathi water canon firing bullet peaceful protester person killed alone national interest detaining teacher parent enacting play obliquely criticised caa national interest goading gathering election rally shout back calling serving chief minister terrorist national interest describing contest bjp fight protect national interest reading minute budget speech albeit leaving incomplete national interest handing estimated r crore hundred form reduction corporate tax rate national interest cutting expenditure revised estimate agriculture food security midday meal scheme skill development healthcare scheme etc national interest suppressing survey reported rising unemployment per cent falling consumption per cent safeguard national interest chanting slogan create awareness national interest allowing brother others quietly slip country national interest pressing government deport national interest national interest list unending government working overtime take many decision national interest matter time swell trillion become foremost power world express telegram click join channel stay updated latest headline latest opinion news download express app,0.611267605633803,2,0.050064058353994,0.573103448275862,Not Reliable,
Indian Express,"Pinarayi Vijayan: Modi govt stated NPR, CAA and NRC are inter-linked… futile to de-link them now",caa-nrc,cm event organised collective b centre point express photo cm event organised collective b centre point express photo chief minister speaks express protest citizenship amendment act national register citizen nrc national population register excerpt interview prime minister protest caa road anarchy protest march law duly passed notified parliament say high time prime minister realises genuineness behind protest caa nrc large chunk population irrespective religious political affinity come caa concern need addressed democratic government would engaged protester even state government including expressed concern move centre meaningful dialogue hand prime minister colleague trying tarnish agitation depicting hope prime minister look people different walk life cutting across social political religious belief come unanimously resist amendment proposal given call secular democratic organisation join protest support resounding absolutely clear associate organisation secular democratic credential government realise fact spontaneous protest large number university student came agitate amendment violates basic tenet constitution youngster always forefront resist move prime minister may recollect even emergency university campus centre protest authoritarianism read upholding constitution state govt legal challenge caa student would naturally concerned convinced secular democratic framework country protected cost agitation sprung different place peaceful however heinous attempt crush team comprising respected person toured given detailed report regarding atrocity committed people protesting peacefully ruling party centre always used communalise anything everything intention ensure religious polarisation country seen campaigned election tried level best create communal wedge party rule nation stooping level spreading canard state objection prime minister opposing politics vested interest mind comment steadfast opposition caa made stand clear floor house parliament contention amendment untenable stand judicial scrutiny responsible government every right point decision adversely affect secular character country government many time stated whole process caa nrc interlinked would futile attempt intent ruling party clear fact attempt going create unrest anarchy country earnestly wish government walk let get economy track think livelihood people slogan adhered instead dividing country people high time prime minister realises genuineness behind protest caa nrc express photo high time prime minister realises genuineness behind protest caa nrc express photo think state decision go despite notification would legal backing since many state government expressed concern reservation centre rethink first state assembly come divisive agenda happy many state government come forward adopt similar stand thing stand central government consider genuine reservation instead diverting topic zeroing religious issue protest caa nrc nothing religion concerning constitution county survival secular democratic republic next supreme court decides favour centre respect caa state plan proceed supreme court seized matter want comment however people stand one opposing resolution put vote even lone bjp assembly oppose emphatically show sense state census operation state ensure security official already made stand clear everything required smooth conduct census operation prime minister quoted statement regarding role extremist group agitation sorry say prime minister misled statement assembly public domain anyone go say unified attempt polarise nation communal line shown nation peacefully agitate protect democratic secular fabric nation cautioned attempt organisation like social democratic party tried create communal issue dent peaceful protest organisation like go different cause effectively thing communal polarisation mature enough see evil design organisation chief minister bounden responsibility caution people attempt well understand prime minister interpreted congress alleged trying take political mileage protest slapped case protester criticism taken credit protest swing voter towards party congress issue least beginning joined u created model nation launching united protest later internal difference within congress wherein one section led president came joint protest wish secular democratic organisation jointly held hand issue national importance nevertheless congress issue difference within free charter course clear day one matter vote electoral benefit survival nation express telegram click join channel stay updated latest headline latest news download express app,0.611267605633803,2,0.398240379966824,0.657241379310345,Reliable,
Indian Express,Those who preach for refugees’ rights are opposing CAA meant for refugees: PM Modi,caa-nrc,prime minister defended government decision amend citizenship act prime minister defended government decision amend citizenship act facing criticism within outside country amended citizenship law prime minister hit preach right refugee world opposing caa giving citizenship persecuted minority neighbouring nation speaking global business summit new underlined government conviction break status quo defending contentious law including triple abrogating article amending citizenship act citizenship amendment act passed parliament last year resulting series protest across country nothing wrong talking right thing people particular hatred people right thing change brought status quo see disruption quoted saying according caa member christian community entered get citizenship critic argued act unconstitutional make religion criterion citizenship combined proposed nationwide nrc act accused discriminatory year month caa passed leading cancel least two ministerial visit prime minister caa nrc internal matter caa necessary became latest country convey concern deadly riot triggered clash amended act foreign ministry statement came hour country religious affair ministry uncharacteristically issued statement condemning sectarian violence least people died communal clash spiralled protest caa u urged protect respect right peaceful assembly people hold accountable perpetrating violence following riot meanwhile government emphasising new law deny citizenship right brought protect oppressed minority neighbouring country give citizenship last month ministry external affair reached country across geographic region citizenship amendment act caa national register citizen nrc several opposition ruled state including west implement new law clutch petition wanting struck supreme court government toned rhetoric nrc home minister shah budge caa express telegram click join channel stay updated latest headline latest news download express app online medium service pvt ltd,0.611267605633803,2,0.021964622294668,0.566896551724138,Not Reliable,
